BorrowerName,BorrowerAddress,BorrowerCity,BorrowerZip,FranchiseName,NAICSCode,BorrowerZip_6dig,Race,Ethnicity
PITTI OF FLORENCE INC,1827 India St,San Diego,92101,,722515.0,92101,Unanswered,Not Hispanic or Latino
ADVANCE BLUEPRINT & DIGITAL COPY INC,2102 Hancock Street,San Diego,92110-2011,,453998.0,92110,White,Unknown/NotStated
ELE PARK BLVD LP,4612 Park Blvd,San Diego,92116-2629,,722410.0,92116,Unanswered,Not Hispanic or Latino
BRUJAS LLC,2414 San Diego Ave,San Diego,92110-2836,,722511.0,92110,Unanswered,Not Hispanic or Latino
INTREPID AUTOMATION,7867 Dunbrook Rd,San Diego,92126-4390,,334290.0,92126,Unanswered,Unknown/NotStated
"ZESTY.IO PLATFORM, INC.",1045 6th Avenue,San Diego,92101,,541511.0,92101,Unanswered,Unknown/NotStated
"CLC PARTNERS, INC.",1895 HANCOCK ST,SAN DIEGO,92110-2007,,442110.0,92110,Unanswered,Unknown/NotStated
"PATHFINDER MANAGEMENT AND OPERATIONS COMPANY, LLC",4380 LA JOLLA VILLAGE DR,SAN DIEGO,92122-1200,,531311.0,92122,Unanswered,Unknown/NotStated
PACIFIC TRADES PLUS INC,4501 MISSION BAY DR. SUITE 3-H,SAN DIEGO,92109,,561311.0,92109,Unanswered,Unknown/NotStated
MIND MOVIES LLC,517 4th Ave Ste 201,San Diego,92101-6868,,454110.0,92101,Unanswered,Unknown/NotStated
PINNACLE OLD TOWN LP,2380 Moore St,San Diego,92110-3016,Comfort Inn by Choice Hotels/Comfort Inn & Suites by Choice Hotels,721110.0,92110,Unanswered,Unknown/NotStated
BGC FOODS INC,2804 MAIN ST,SAN DIEGO,92113-3729,Del Taco,722513.0,92113,American Indian or Alaska Native,Not Hispanic or Latino
LEPPERT ENGINEERING CORP,5190 Governor Dr Ste 205,San Diego,92122-2848,,541330.0,92122,White,Not Hispanic or Latino
MANSOUR GROUP INC.,6625 NORMAN LANE,SAN DIEGO,92120,,531210.0,92120,White,Not Hispanic or Latino
STADIUM SEATING ENTERPRISES INC.,9325 Sky Park Ct Ste 250,San Diego,92123-4383,,541340.0,92123,Unanswered,Not Hispanic or Latino
AMARATEK,10441 Roselle St Ste A,San Diego,92121-1548,,541713.0,92121,Unanswered,Unknown/NotStated
KIDDIECORP INC,8961 Complex Dr,San Diego,92123-2094,,624410.0,92123,White,Not Hispanic or Latino
COASTAL VETERINARY CORPORATION,3895 CLAIREMONT DR STE 103,SAN DIEGO,92117-5861,,541940.0,92117,Unanswered,Unknown/NotStated
"C A BOTANA INTERNATIONAL, INC.","9365 WAPLES ST, STE A",SAN DIEGO,92121-3903,,325620.0,92121,Unanswered,Unknown/NotStated
THE NATIONAL NETWORK OF YOUTH MINISTRIES,10330 CARMEL MOUNTAIN RD,SAN DIEGO,92129-3215,,813110.0,92129,Unanswered,Unknown/NotStated
"MIRAMAR PETROLEUM, INC",6616 Miramar Rd,San Diego,92121-2509,Arco (Tesoro) Contract Dealer Gasoline Agreement - Fuel Only,447110.0,92121,Unanswered,Not Hispanic or Latino
710BR LLC,4990 Mission Blvd,San Diego,92109-2016,,531311.0,92109,Unanswered,Unknown/NotStated
TSG CORPORATION,3860 ROSECRANS ST,SAN DIEGO,92110-3116,,532111.0,92110,Unanswered,Unknown/NotStated
CALIFORNIA PREMIER OFFICE SOLUTIONS INC,7005 CAMINO,SAN DIEGO,92154,,999990.0,92154,White,Hispanic or Latino
SAME DAY EXPRESS DELIVERY INC,9393 ACTIVITY RD STE H,SAN DIEGO,92126-4411,,484110.0,92126,Unanswered,Unknown/NotStated
ARCHITECTURAL CASEWORK INC,8594 Siempre Viva Rd Ste C,San Diego,92154-6270,,423220.0,92154,Unanswered,Unknown/NotStated
"NEW WORLD SENIOR LIVING, INC",13483 WYNGATE PT,SAN DIEGO,92130-1347,,,92130,White,Not Hispanic or Latino
HVAC MIRAGE INCORPORATED,6700 GATEWAY PARK DR Unit 6,SAN DIEGO,92154-7509,,333415.0,92154,Unanswered,Hispanic or Latino
"PSRS ADMINISTRATIVE SERVICES, LLC",PO Box 85012,San Diego,92111,,522390.0,92111,Unanswered,Unknown/NotStated
BERINDER  KHUSHDEEP SIDHU,9609 Aero Drive,San Diego,92123-1805,,452319.0,92123,Unanswered,Unknown/NotStated
LUXURY AUTO BODY INC,9660 Aero Dr,San Diego,92123-1806,,811121.0,92123,Unanswered,Not Hispanic or Latino
UNITECH FOAM INC,8880 Rio San Diego Dr. Ste 800,SAN DIEGO,92108-1600,,326140.0,92108,Unanswered,Unknown/NotStated
MBO INC,4830 VIEWRIDGE AVE STE A,SAN DIEGO,92123,,541330.0,92123,Unanswered,Unknown/NotStated
NOAA GROUP,"4990 North Harbor Drive, Suite 201",SAN DIEGO,92106,,541310.0,92106,Unanswered,Unknown/NotStated
"WCBM, INC.",1163 MORENA BLVD,SAN DIEGO,92110,,999990.0,92110,White,Not Hispanic or Latino
WILLOW'S FARE INC.,1515 Reed Ave,San Diego,92109-5361,,722320.0,92109,Unanswered,Unknown/NotStated
UNIVERSITY CITY SERVICE CENTER INC,3901 GOVERNOR DR,SAN DIEGO,92122-2520,,447110.0,92122,Unanswered,Unknown/NotStated
UNIVERSITY CITY SERVICE CENTER INC,3901 Governor Dr,San Diego,92122-2520,,447110.0,92122,Unanswered,Unknown/NotStated
"FIGLI DEL SOLE, INC.",3959 30th Street 105,SAN DIEGO,92104,,999990.0,92104,Unanswered,Unknown/NotStated
ESTEY & BOMBERGER LLP,2869 India St,San Diego,92103-6011,,541110.0,92103,Unanswered,Unknown/NotStated
"HIDEN, ROTT &AMP; OERTLE, LLP",2635 CAMINO DEL RIO S STE 110,SAN DIEGO,92108,,541110.0,92108,Unanswered,Unknown/NotStated
THE PUTNAM FOUNDATION,2550 5th Ave Ste 500,San Diego,92103-6624,,712110.0,92103,Unanswered,Unknown/NotStated
"1 STOP POOL PROS #5, INC.",7940 Silverton Avenue,San Diego,92126-4375,,561790.0,92126,White,Not Hispanic or Latino
GOLDEN TRIANGLE INN GP,5550 Clairemont Mesa Blvd,San Diego,92117-2309,,721110.0,92117,Unanswered,Unknown/NotStated
MANNA Y&K MIRA MESA INC.,8188 MIRA MESA BLVD,SAN DIEGO,92126-2602,,722511.0,92126,Asian,Not Hispanic or Latino
J. H. FREED &AMP; SONS,7717 Ostrow St,San Diego,92111-3601,,423990.0,92111,Unanswered,Not Hispanic or Latino
ENVIROAPPLICATIONS INC,2831 CAMINO  S 214,SAN DIEGO,92108,,541620.0,92108,White,Not Hispanic or Latino
C.C. IMEX,7738 Arjons Dr,San Diego,92126-4365,,339113.0,92126,Asian,Not Hispanic or Latino
SAN DIEGO GRANTMAKERS,5060 Shoreham Pl Ste 350,San Diego,92122-5903,,813219.0,92122,Unanswered,Unknown/NotStated
"COMPRESSED AIR SYSTEMS ENGINEERING, INC.",5630 KEARNY MESA RD,SAN DIEGO,92111-1305,,541330.0,92111,Unanswered,Unknown/NotStated
"ADVANCED EYE & LASER CENTER OF CA, INC",10737 CAMINO RUIZ STE 100,SAN DIEGO,92126-2370,,561110.0,92126,Unanswered,Unknown/NotStated
MILLER MACHINE WORKS LLC,1905 Broadway,San Diego,92102-1824,,332710.0,92102,White,Not Hispanic or Latino
HOTCAKES NO 1 INC,6135 Balboa Ave,San Diego,92111-3105,IHOP,722511.0,92111,Unanswered,Unknown/NotStated
BALBOA MANUFACTURING COMPANY LLC,9401 WAPLES ST #120,SAN DIEGO,92121-2920,,315990.0,92121,White,Unknown/NotStated
ARCHITECTURAL CASEWORK INC.,8594 SIEMPRE VIVA RD STe C,SAN DIEGO,92154-6270,,238350.0,92154,Unanswered,Unknown/NotStated
MBO INC. A CALIFORNIA CORPORATION,4830 Viewridge Ave Ste A,San Diego,92123-1694,,541330.0,92123,Unanswered,Unknown/NotStated
AGA INVESTMENTS II INC.,8640 Siempre Viva Rd,San Diego,92154-6211,,488510.0,92154,Unanswered,Unknown/NotStated
PALOMAR FLOORING,8525 Camino Santa Fe F,SAN DIEGO,92121,,238330.0,92121,Unanswered,Unknown/NotStated
"TURQUOISE CELLARS, LLC",5026 Cass St,SAN DIEGO,92109,,722410.0,92109,Asian,Not Hispanic or Latino
"JDP PARTNERS, INC.",4455 Murphy Canyon Road Suite 200,SAN DIEGO,92123-4315,,531110.0,92123,White,Not Hispanic or Latino
"MUSIC BOX SAN DIEGO, LLC",1337 INDIA STREET,SAN DIEGO,92101-3417,,711310.0,92101,Unanswered,Unknown/NotStated
DANYA B,10065 VIA DE LA AMISTAD STE A24,SAN DIEGO,92154-5215,,423990.0,92154,Unanswered,Unknown/NotStated
MORRISON MULTI-SPECIALTIES COMPANIES INC,3633 Camino Del Rio S Suite 300,SAN DIEGO,92108-4014,,999990.0,92108,Black or African American,Hispanic or Latino
"WM BUILDERS, INC.","9948 HIBERT ST, #210",SAN DIEGO,92131-1032,,531110.0,92131,Unanswered,Unknown/NotStated
ALARM CENTER GROUP INC,7352 CONVOY CT,SAN DIEGO,92111,,423610.0,92111,Unanswered,Unknown/NotStated
COGNETIC TECHNOLOGIES,9048 MEADOWRUN PL,SAN DIEGO,92129,,541511.0,92129,White,Not Hispanic or Latino
MASSIE BERMAN FLURY,3588 4th Ave Ste 200,San Diego,92103-4940,,541110.0,92103,Unanswered,Unknown/NotStated
"WHITE LABS- KITCHEN, BREWERY & TAP, INC",9495 CANDIDA ST,SAN DIEGO,92126-4541,,722511.0,92126,White,Not Hispanic or Latino
"JOSE'S LA JOLLA, LLC","1456 Law Street, San Diego, CA",San Diego,92109,,722511.0,92109,Unanswered,Unknown/NotStated
URBAN LEAGUE OF SAN DIEGO COUNTY,4305 University Ave,San Diego,92105-1645,,813319.0,92105,Unanswered,Unknown/NotStated
SEVENS LEGAL APC,3555 4th Ave,San Diego,92103-4912,,541110.0,92103,Unanswered,Unknown/NotStated
"STEL BUILDERS, INC.",1650 Hotel Circle N Ste 215,SAN DIEGO,92108,,236118.0,92108,Unanswered,Not Hispanic or Latino
MELROY ASSET MANAGEMENT,4241 JUTLAND DRIVE SUITE 201,SAN DIEGO,92117,,531210.0,92117,Unanswered,Unknown/NotStated
"BET THE FARM, INC.","16765 Bernardo Center Dr. Ste, O1",San Diego,92128,,722511.0,92128,Unanswered,Not Hispanic or Latino
TANDEM METAL PRODUCTS INC,9076 CARROLL WAY,SAN DIEGO,92126,,332322.0,92126,Unanswered,Unknown/NotStated
"CRESTLINE HOSPICE, INC. DBA RADIANT HOSPICE",964 Fifth Avenue Suite 304,SAN DIEGO,92101,,623110.0,92101,White,Not Hispanic or Latino
INSTITUTE FOR AMERICAN UNIVERSITIES,409 Camino del Rio S Ste 303,San Diego,92108-3507,,611310.0,92108,Unanswered,Unknown/NotStated
C&C KOREAN BBQ INC.,11828 Rancho Bernardo Rd # 117-119,San Diego,92128-1912,,722511.0,92128,Unanswered,Not Hispanic or Latino
PARKSTONE MANAGEMENT SERVICES A CALIFORNIA CORPORATION,"3033 5th Ave, Suite 225",SAN DIEGO,92103,,531312.0,92103,White,Not Hispanic or Latino
RAFFAELLA GANGALE,750 Front St Ste C-1,San Diego,92101-6003,,722511.0,92101,White,Not Hispanic or Latino
SWAMIS LA MESA LLC,3924 W Point Loma Blvd,San Diego,92110-5601,,722511.0,92110,Unanswered,Hispanic or Latino
SJS INVESTMENT INC.,4620 Convoy St. #D,San Diego,92111,,722511.0,92111,Asian,Not Hispanic or Latino
"R. GHASSEMI, D.D.S., M.S., P.C.",450 A Street Ste 200,San Diego,92101-4202,,621210.0,92101,Unanswered,Unknown/NotStated
TACNA SERVICES INC,1401 Air Wing Rd,San Diego,92154-7705,,561320.0,92154,Unanswered,Unknown/NotStated
"ALL COUNTY FIRE, INC",3163 Adams Ave,San Diego,92116-1639,,425120.0,92116,Unanswered,Unknown/NotStated
LLG LEGACY PARTNERS LP,8888 Clairemont Mesa Blvd Ste M,San Diego,92123-1115,,721110.0,92123,Unanswered,Unknown/NotStated
"ORPHAGEN PHARMACEUTICALS, INC.","11558 Sorrento Valley Road, Suite 4",San Diego,92121,,325412.0,92121,Unanswered,Unknown/NotStated
ENVIROMINE INC,3511 Camino Del Rio S. Suite 403,San Diego,92108,,541611.0,92108,Unanswered,Unknown/NotStated
J H FREED & SONS,7717 Ostrow Street,San Diego,92111,,423310.0,92111,Unanswered,Not Hispanic or Latino
HANE SUSHI INC.,2760 5TH AVE,SAN DIEGO,92103,,722511.0,92103,Unanswered,Unknown/NotStated
ALLIANCE ADVERTISING INC.,5751 Copley Dr Ste A,San Diego,92111-7912,,541810.0,92111,Unanswered,Unknown/NotStated
PYLE SIMS DUNCAN & STEVENSON APC,1620 5th Ave Ste 400,San Diego,92101-2738,,541110.0,92101,Unanswered,Unknown/NotStated
GRASSROOTS RESOURCES,401 B St Ste 305,San Diego,92101-4226,,541611.0,92101,Unanswered,Unknown/NotStated
"TOTUM LABS, INC.","3990 Old Town Ave., Suite 204",San Diego,92110,,517410.0,92110,White,Not Hispanic or Latino
ADDLEMAN & ASSOCIATES,600 B Street,San Diego,92101,,541110.0,92101,Unanswered,Unknown/NotStated
4S RESTAURANT GROUP INC DBA CAPRI BLU,10436 Craftsman Way Ste 120,San Diego,92127-3504,,722511.0,92127,Unanswered,Hispanic or Latino
FROST MEDICAL PHARMACY INC,7910 FROST STREET Ste 130,SAN DIEGO,92123-2712,,446110.0,92123,Unanswered,Unknown/NotStated
SCRIPPS MONTESSORI SCHOOL INC,9939 Old Grove Road,San Diego,92131,,,92131,Unanswered,Unknown/NotStated
"QUANTUM APPLIED SCIENCE AND RESEARCH, INC.",16744 W Bernardo Drive,San Diego,92127-1904,,541715.0,92127,White,Unknown/NotStated
QUANTUM APPLIED SCIENCE AND RESEARCH INC.,16744 W Bernardo Dr,San Diego,92127-1904,,541715.0,92127,White,Unknown/NotStated
B4 ENTERTAINMENT LLC,4656 MISSION BLVD,SAN DIEGO,92109-2734,,711510.0,92109,Unanswered,Unknown/NotStated
FLASHBACKS INC.,3849 5th Ave,San Diego,92103-3140,,453310.0,92103,Unanswered,Not Hispanic or Latino
FINEST CITY ACOUSTICS INC.,10045 Carroll Canyon Rd Ste B,San Diego,92131-1170,,238310.0,92131,White,Unknown/NotStated
"PAVIA FINANCIAL SERVICES, INC.",11590 West Bernardo Court #120,San Diego,92127,,522292.0,92127,Unanswered,Unknown/NotStated
DEL MAR M.E.D. A MEDICAL CORPORATION,12395 El Camino Real Ste 200,San Diego,92130-3083,,621111.0,92130,Unanswered,Unknown/NotStated
"DEL MAR M.E.D., A MEDICAL CORPORATION","12395 El Camino Real, Suite 200",San Diego,92130-2082,,621111.0,92130,Unanswered,Unknown/NotStated
CAALP INC.,3518 3rd Ave,San Diego,92103-4909,,624410.0,92103,Asian,Not Hispanic or Latino
"RINSE SALON, INC.",4201 30TH ST # 100,SAN DIEGO,92104-1765,,812112.0,92104,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino
"JONES, ROACH & CARINGELLA, INC.","10920 Via Frontera, Suite 440",San Diego,92127,,531320.0,92127,Unanswered,Unknown/NotStated
EVEREST INDUSTRIES INC,650 6TH AVE,SAN DIEGO,92101-7012,,722511.0,92101,Unanswered,Unknown/NotStated
PACIFICA STOCKTON SUITES LLC,1775 Hancock Street STE 200,SAN DIEGO,92110-2036,,721110.0,92110,Unanswered,Unknown/NotStated
PINES SALOMON INJURY LAWYERS APC,4660 La Jolla Village Dr Ste 575,San Diego,92122-4607,,541110.0,92122,Unanswered,Not Hispanic or Latino
"CAROUSEL PRODUCTIONS, LLC",710 13TH ST,SAN DIEGO,92101-7304,,541613.0,92101,Unanswered,Unknown/NotStated
DILLIGAS LLC,5080 Newport Ave,San Diego,92107-3010,,721110.0,92107,Unanswered,Unknown/NotStated
SAN DIEGO LOYAL SOCCER CLUB LLC,655 Camino de la Reina,San Diego,92108-3213,,711211.0,92108,Unanswered,Unknown/NotStated
LINK REVENUE RESOURCES,4891 RONSON CT,SAN DIEGO,92111,,561440.0,92111,Unanswered,Unknown/NotStated
CHEVIOT CAPITAL INC,"3570 Carmel Mountain Road, Ste 205",San Diego,92130,,454110.0,92130,Unanswered,Unknown/NotStated
TOP QUALITY SUPPLEMENTS LLC,1495 Pacific Hwy Ste 375,San Diego,92101-2426,,722515.0,92101,White,Not Hispanic or Latino
"GALLEY SOLUTIONS, INC.",712 Archer Street,San Diego,92109-1048,,511210.0,92109,Unanswered,Unknown/NotStated
SOUTHERN CALIFORNIA FAA TRACON,MERRY-GO-AROUND 9175 KEARNY VILLA RD,SAN DIEGO,92126-7055,,624410.0,92126,Unanswered,Unknown/NotStated
SOUTHERN CALIFORNIA FAA TRACON,9175 Kearny Villa Rd Merry-Go-Round,San Diego,92126-7055,,624410.0,92126,White,Not Hispanic or Latino
"GOOD TIME DESIGN, LLC",715 J Street Suite 206,San Diego,92101-7110,,722410.0,92101,White,Not Hispanic or Latino
"LITTLE SAKANA, INC.",8270 Mira Mesa Blvd Suite E,SAN DIEGO,92126,,999990.0,92126,Asian,Unknown/NotStated
"ARDENT HOSPICE & PALLIATIVE CARE, INC.",16486 Bernardo Dr. #348,SAN DIEGO,92128,,623110.0,92128,Unanswered,Unknown/NotStated
KILO JADE LLC,4030 Sports Arena Blvd # A,San Diego,92110-5125,,812910.0,92110,White,Not Hispanic or Latino
SOUTH BEACH BAR AND GRILLEINC,5059 Newport Ave,San Diego,92107-3019,,722511.0,92107,White,Not Hispanic or Latino
ALLIANCE FOR AFRICAN ASSISTANCE,5952 El Cajon BLVD,SAN DIEGO,92115-3828,,813319.0,92115,Unanswered,Unknown/NotStated
RIGHT HAND EVENTS,4858 Mercury Street,San Diego,92111,,561312.0,92111,Unanswered,Unknown/NotStated
"KAZUHM, INC.",6450 Lusk Blvd Suite E208,San Diego,92121,,511210.0,92121,Unanswered,Unknown/NotStated
SORRENTO VALLEY CHILDRENS CENTER INC,4050 Sorrento Valley Blvd Ste A,San Diego,92121-1425,,624410.0,92121,White,Unknown/NotStated
MISSION SAN DIEGO DE ALCALA,10818 San Diego Mission Rd,San Diego,92108-2429,,813211.0,92108,Unanswered,Unknown/NotStated
"ROCKS BIOLOGICAL CONSULTING, INC.",4312 Rialto Street,San Diego,92107,,541620.0,92107,Unanswered,Unknown/NotStated
WHITE CROW BAR LLC,1946 FERN ST,SAN DIEGO,92102,,813920.0,92102,Unanswered,Unknown/NotStated
LANDER ENTERPRISES LLC,1007 5TH AVE APT 1203,SAN DIEGO,92101-5135,,454113.0,92101,Unanswered,Unknown/NotStated
"KESHAV MANAGEMENT, INC.","12264 El Camino Real, Ste 101",San Diego,92130-0001,,621111.0,92130,Unanswered,Hispanic or Latino
TYC138 LLC,9350 Clairemont Mesa Blvd Ste F,San Diego,92123-1221,,722511.0,92123,Unanswered,Unknown/NotStated
"GLOBE HARU, INC.",1901 COLUMBIA ST,SAN DIEGO,92101-2201,,722511.0,92101,Asian,Not Hispanic or Latino
BUILDING INDUSTRY ASSOCIATION OF SAN DIEGO COUNTY,9201 Spectrum Center Blvd Ste 110,San Diego,92123-1407,,813910.0,92123,Unanswered,Unknown/NotStated
"SURVIVORS OF TORTURE, INTERNATIONAL",3990 OLD TOWN AV STE C201,SAN DIEGO,92110-2933,,624190.0,92110,Unanswered,Unknown/NotStated
A-1 POWERSPORTS INC,4225 30TH ST,SAN DIEGO,92104-1311,,621210.0,92104,Unanswered,Unknown/NotStated
"ALTERNATIVE STRATEGIES, INC.",3180 University Avenue,San Diego,92104,,453998.0,92104,Unanswered,Unknown/NotStated
DENNING MOORES APC,12526 HIGH BLUFF DR STE 300,SAN DIEGO,92130-2067,,541110.0,92130,Unanswered,Unknown/NotStated
BLUE LIGHT INC.,1350 COLUMBIA ST UNIT 703,SAN DIEGO,92101,,999990.0,92101,White,Not Hispanic or Latino
"KONO'S CAFE, INC.",704 Garnet Avenue,San Diego,92109,,722511.0,92109,Unanswered,Unknown/NotStated
DC CUSTOM CABINETS INC.,3025 Beyer Blvd Suite E-105,San Diego,92154-3432,,337110.0,92154,Unanswered,Hispanic or Latino
RT ENGINEERING & ASSOCIATES INC.,1901 1st Ave Ste 217G,San Diego,92101-2382,,541330.0,92101,White,Hispanic or Latino
CHAND CORONADO LP,7710 BALBOA AVE #129 (SUBWAY),SAN DIEGO,92131,,999990.0,92131,Unanswered,Not Hispanic or Latino
FARKAS & SAALINGER PSYCHOLOGY CORP.,6046 Cornerstone Ct W,San Diego,92121-3712,,621330.0,92121,Unanswered,Unknown/NotStated
NEIGHBORHOOD HOLDINGS INC,777 G St,San Diego,92101-6418,,722511.0,92101,Unanswered,Not Hispanic or Latino
SCRIPPS MONTESSORI SCHOOL,9939 Old Grove Rd,San Diego,92131-1638,,611110.0,92131,Unanswered,Unknown/NotStated
"ADVANCED EYE & LASER CENTER OF CA, INC",10737 Camino Ruiz Ste 100,San Diego,92126-2370,,621111.0,92126,Unanswered,Unknown/NotStated
"QUARTER AT A TIME, LLC",406 9TH AVE,SAN DIEGO,92101,,722511.0,92101,Asian,Unknown/NotStated
"PERNICANO REALTY &#X26; MANAGEMENT, INC.",2851 CAMINO DEL RIO,SAN DIEGO,92108,,531210.0,92108,Unanswered,Unknown/NotStated
"A &AMP; T RESTAURANT MANAGEMENT, LLC DBA VAL LARTA EXPRESS M",10601-G Tierrasanta Blvd #379,SAN DIEGO,92124,,,92124,White,Hispanic or Latino
OH PAINTING INC,7895 CONVOY COURT #12,SAN DIEGO,92111,,238320.0,92111,Unanswered,Unknown/NotStated
DARBY'S PAINT & AUTO BODY INC.,2624 Adams Ave,San Diego,92116-1310,,811198.0,92116,White,Hispanic or Latino
"JAIME PARTNERS, INC",925 B St Ste 601,San Diego,92101-4603,,236220.0,92101,Unanswered,Unknown/NotStated
UNIQUE STONE IMPORTS A CALIFORNIA CORPORATION,1130 W Morena Blvd,San Diego,92110-3833,,444190.0,92110,White,Not Hispanic or Latino
TELEFAR CO. LLC,861 6TH AVE  #302,SAN DIEGO,92101,,541990.0,92101,Unanswered,Unknown/NotStated
BBG CAL LLC,4640 Mission Blvd,SAN DIEGO,92109,,722511.0,92109,White,Not Hispanic or Latino
BELOTECA,10525 Vista Sorrento Pkwy Ste 100,San Diego,92121-2747,,541715.0,92121,White,Not Hispanic or Latino
ALLERGY & ASTHMA MEDICAL GROUP AND,5776 Ruffin Rd,San Diego,92123-1013,,621111.0,92123,White,Not Hispanic or Latino
KIRBY & KIRBY LLP,501 W Broadway Ste 1720,San Diego,92101-3555,,541110.0,92101,Unanswered,Unknown/NotStated
MAA PALM DESERT HOSPITALITY,445 Hotel Circle S,SAN DIEGO,92108-3402,SpringHill Suites by Marriott,721110.0,92108,Asian,Not Hispanic or Latino
FITNESS INDUSTRIES,2751 ROOSEVELT RD STE 100,SAN DIEGO,92106,,532281.0,92106,Unanswered,Unknown/NotStated
PAVAANI HOSPITALITY LLC,445 Hotel Cir S,San Diego,92108-3402,TownePlace Suites by Marriott,721110.0,92108,Asian,Not Hispanic or Latino
ALL IN THE FAMILY V LP,6682 Elegante Way,San Diego,92130-5403,Broken Yolk Cafe,722511.0,92130,Unanswered,Not Hispanic or Latino
NETBURNER,5405 Morehouse Dr Ste 200,San Diego,92121-4724,,334111.0,92121,Unanswered,Unknown/NotStated
PKF INC,3780 Ingraham St,San Diego,92109-6764,,722511.0,92109,Unanswered,Not Hispanic or Latino
MASAR/JOHNSTON ADVERTISING & DESIGN,8885 Rio San Diego Drive,San Diego,92108,,812990.0,92108,Unanswered,Unknown/NotStated
"DARBY'S PAINT & AUTO BODY, INC.",2624 Adams Ave,San Diego,92116,,811111.0,92116,White,Hispanic or Latino
PJ SERVICES INC,3750 Sports Arena Blvd,San Diego,92110-5129,,541611.0,92110,Unanswered,Unknown/NotStated
ALLIANCE ADVERTISING INC. DBA ASPIRE,5751 COPLEY DR STE A,SAN DIEGO,92111,,,92111,Unanswered,Unknown/NotStated
"TEPPER TECHNOLOGIES, INC.",1094 Cudahy Place Ste 120,SAN DIEGO,92110-3932,,423430.0,92110,White,Hispanic or Latino
HUANACAXTLE CORPORATION,555 FIFTH AVENUE,SAN DIEGO,92101,,722511.0,92101,Unanswered,Unknown/NotStated
TTS LOGISTICS INC,7556 Trade St,San Diego,92121-2412,,488510.0,92121,Unanswered,Unknown/NotStated
ANTON F. MISLEH DDS,4320 GENESEE AVE #204,SAN DIEGO,92117-4900,,621210.0,92117,Unanswered,Unknown/NotStated
GEORGE WILLIAM LATTIMER,1111 HORNBLEND ST,SAN DIEGO,92109-4137,,531390.0,92109,Unanswered,Unknown/NotStated
ORIENT PRECISION AMERICA INC,7710 Balboa Ave. Ste. 327,SAN DIEGO,92111-2228,,332119.0,92111,Unanswered,Unknown/NotStated
ALBERTSON DAVIDSON LLP,3570 Carmel Mountain Road Suite 310,San Diego,92130-6700,,541110.0,92130,Unanswered,Unknown/NotStated
SES SECURE E-WASTE SOLUTIONS,8810 REHCO RD,SAN DIEGO,92121,,423930.0,92121,Unanswered,Unknown/NotStated
"LILTEX, INC.",2601 5TH AVE,SAN DIEGO,92103-6601,,722513.0,92103,White,Unknown/NotStated
"ROSENBERG, SHPALL & ZEIGEN, APLC","10815 RANCHO BERNARDO RD, STE 310",SAN DIEGO,92127-2125,,541110.0,92127,Unanswered,Unknown/NotStated
ROSENBERG SHPALL & ZEIGEN A PROFESSIONAL LEGAL CORPORATION,10815 Rancho Bernardo Rd Ste 310,San Diego,92127-2189,,541110.0,92127,Unanswered,Unknown/NotStated
CASTLE MORTGAGE CORPORATION,5414 Oberlin Dr Ste 375,SAN DIEGO,92121,,561410.0,92121,Unanswered,Unknown/NotStated
"WYSMITH SECURITIES, INC.",8280 CLAIREMONT MESA BLVD STE 135,SAN DIEGO,92111-1709,,238210.0,92111,Unanswered,Unknown/NotStated
COMPETITIVE EDGE RESEARCH & COMMUNICATION INC.,1620 5th Ave Ste 825,San Diego,92101-2750,,541910.0,92101,White,Unknown/NotStated
"RANCH & COAST LABEL, INC",7920 Airway Rd. #A10,SAN DIEGO,92154-8309,,323111.0,92154,Unanswered,Unknown/NotStated
HIROK INC,5644 KEARNY MESA RD STE H,SAN DIEGO,92111-1311,,333318.0,92111,Unanswered,Unknown/NotStated
GARY & MARY WEST SENIOR DENTAL CENTER INC,1525 4TH AVENUE,SAN DIEGO,92101-3107,,624190.0,92101,Unanswered,Unknown/NotStated
FIRST UNITARIAN UNIVERSALIST CHURCH OF SAN DIEGO,4190 Front St,San Diego,92103-2030,,813110.0,92103,Unanswered,Unknown/NotStated
"MADISON SQUARE PARK, LLC",4622 PARK BLVD,SAN DIEGO,92116-2629,,722511.0,92116,Unanswered,Unknown/NotStated
VIEWRIDGE FUNDING LLC,4719 VIEWRIDGE AVE Suite 170,SAN DIEGO,92123-1685,,522310.0,92123,Unanswered,Not Hispanic or Latino
LA HAINA BEACH HOUSE LLC,710 Oliver Ave,San Diego,92109-5017,,722410.0,92109,Unanswered,Unknown/NotStated
THE ART OF DENTISTRY,2840 Fifth Avenue #300,San Diego,92103-6307,,621210.0,92103,Unanswered,Unknown/NotStated
SAN DIEGO REGIONAL HEALTHCARE INFORMATION EXCHANGE,5575 RUFFIN RD,SAN DIEGO,92123,,517919.0,92123,Unanswered,Unknown/NotStated
KEARNY MESA VET,"7677 Ronson Road, Suite #100",San Diego,92111,,453998.0,92111,Unanswered,Unknown/NotStated
